year,month,oyo_id,hub,city,cluster,SRNs,GMV,OCC,OTA,TraveLoka,Booking.com,Agoda,Tiket.com,Pegipegi,Expedia,App,MM,Walk_In,Web,Direct,Rest,ARR,OTA,TraveLoka,Booking.com,Agoda,Tiket.com,Pegipegi,Expedia,App,MM,Walk_In,Web,Direct,Rest,Revpar,Cancellations,No_Shows,GTR,NTR,MG_Loss
2020,1,ID_SRG034,Central Java,Semarang,Semarang Selatan,1271,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_SRG035,Central Java,Semarang,Semarang Barat,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_SRG036,Central Java,Semarang,Semarang Selatan,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_SRG037,Central Java,Semarang,Semarang Selatan,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_SRG038,Central Java,Semarang,Semarang Selatan,930,########,41.72%,20.43%,6.34%,0.75%,13.33%,0.00%,0.00%,0.00%,20.32%,0.00%,0.11%,0.65%,0.22%,0.00%,"101,723","100,610","96,587","109,393","102,027",0,0,0,"102,662",0,"150,000","86,817","139,396",0,"42,439",47.96%,3.97%,31.05%,21.65%,0
2020,1,ID_SRG039,Central Java,Semarang,Tembalang,930,########,20.65%,10.75%,8.49%,1.51%,0.75%,0.00%,0.00%,0.00%,9.14%,0.00%,0.00%,0.75%,0.00%,0.00%,"75,923","71,400","69,971","65,825","98,676",0,0,0,"80,928",0,0,"79,745",0,0,"15,674",32.65%,2.04%,-127.18%,-136.46%,########
2020,1,ID_SRG040,Central Java,Semarang,Pedurungan,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_SRG041,Central Java,Semarang,Semarang Selatan,620,########,50.97%,1.29%,0.32%,0.32%,0.65%,0.00%,0.00%,0.00%,0.16%,49.52%,0.00%,0.00%,0.00%,0.00%,"67,907","142,401","155,571","157,363","128,336",0,0,0,"200,000","65,535",0,0,0,0,"34,611",34.87%,4.60%,31.88%,30.92%,0
2020,1,ID_SRG042,Central Java,Semarang,Semarang Tengah,1984,########,55.54%,30.44%,16.48%,1.81%,10.84%,0.00%,0.50%,0.81%,23.29%,0.00%,0.40%,1.31%,0.10%,0.00%,"143,216","140,755","140,940","142,603","140,457",0,"159,202","125,296","144,379",0,"241,659","144,760","204,135",0,"79,549",29.71%,3.74%,100.53%,90.29%,0
2020,1,ID_SRG043,Central Java,Semarang,Semarang Utara,372,########,77.69%,68.28%,65.32%,1.61%,1.34%,0.00%,0.00%,0.00%,9.41%,0.00%,0.00%,0.00%,0.00%,0.00%,"126,615","120,011","116,406","220,522","174,595",0,0,0,"174,541",0,0,0,0,0,"98,365",5.75%,1.92%,30.34%,14.54%,0
2020,1,ID_SRG044,Central Java,Semarang,Semarang Selatan,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_SRG045,Central Java,Semarang,Candisari,496,########,15.12%,7.06%,5.44%,0.00%,1.41%,0.20%,0.00%,0.00%,7.26%,0.00%,0.81%,0.00%,0.00%,0.00%,"157,323","149,763","149,638",0,"150,162","150,326",0,0,"159,930",0,"200,000",0,0,0,"23,789",40.30%,3.73%,-55.20%,-63.77%,"8,540,007"
2020,1,ID_SRG046,Central Java,Semarang,Gajahmungkur,527,########,21.44%,9.87%,5.69%,0.19%,3.98%,0.00%,0.00%,0.00%,11.01%,0.00%,0.38%,0.19%,0.00%,0.00%,"107,112","98,987","102,163","62,805","96,172",0,0,0,"111,262",0,"217,133","68,845",0,0,"22,967",40.79%,9.65%,47.12%,38.59%,0
2020,1,ID_SRG047,Central Java,Semarang,Semarang Selatan,372,########,37.90%,30.38%,6.99%,2.69%,19.89%,0.81%,0.00%,0.00%,6.99%,0.00%,0.00%,0.00%,0.54%,0.00%,"157,707","150,788","156,383","153,575","147,719","168,722",0,0,"183,102",0,0,0,"218,500",0,"59,776",24.12%,5.03%,38.44%,23.11%,0
2020,1,ID_SRG048,Central Java,Semarang,Banyumanik,112,"1,441,229",12.50%,1.79%,0.00%,0.00%,1.79%,0.00%,0.00%,0.00%,9.82%,0.00%,0.00%,0.89%,0.00%,0.00%,"102,945","111,067",0,0,"111,067",0,0,0,"101,668",0,0,"100,750",0,0,"12,868",88.08%,2.65%,180.11%,175.35%,0
2020,1,ID_SRG049,Central Java,Semarang,Semarang Barat,248,########,34.68%,14.92%,0.00%,2.02%,12.90%,0.00%,0.00%,0.00%,15.73%,0.00%,3.23%,0.81%,0.00%,0.00%,"134,835","127,125",0,"115,929","128,874",0,0,0,"131,341",0,"186,920","137,250",0,0,"46,757",43.55%,10.22%,36.99%,29.39%,0
2020,1,ID_SRG050,Central Java,Semarang,Banyumanik,589,########,43.63%,29.88%,24.28%,0.17%,4.58%,0.85%,0.00%,0.00%,12.22%,0.00%,0.68%,0.85%,0.00%,0.00%,"162,985","159,640","156,437","153,948","176,730","160,102",0,0,"166,802",0,"212,500","186,144",0,0,"71,116",14.24%,2.59%,29.77%,16.76%,0
2020,1,ID_SRG051,Central Java,Semarang,Banyumanik,372,########,54.84%,30.65%,14.25%,0.81%,12.63%,2.96%,0.00%,0.00%,23.12%,0.00%,0.27%,0.81%,0.00%,0.00%,"141,078","136,378","137,813","131,107","134,380","139,434",0,0,"144,067",0,"383,333","153,279",0,0,"77,365",25.09%,2.83%,34.28%,24.28%,0
2020,1,ID_SRG052,Central Java,Semarang,Gayamsari,255,"2,108,330",11.76%,0.39%,0.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.37%,"70,278","78,330","78,330",0,0,0,0,0,0,0,0,0,0,"70,000","8,268",6.06%,3.03%,8.95%,8.24%,0
2020,1,ID_SRG053,Central Java,Semarang,Pedurungan,854,########,59.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,59.02%,"66,667",0,0,0,0,0,0,0,0,0,0,0,0,"66,667","39,344",0.59%,0.00%,37.18%,37.18%,0
2020,1,ID_SRG054,Central Java,Semarang,Semarang Barat,186,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0
2020,1,ID_SRG055,Central Java,Semarang,Semarang Utara,217,"4,804,393",23.04%,2.30%,0.00%,0.46%,1.38%,0.46%,0.00%,0.00%,20.28%,0.00%,0.00%,0.46%,0.00%,0.00%,"96,088","93,479",0,"100,678","103,152","57,260",0,0,"96,625",0,0,"85,500",0,0,"22,140",45.83%,12.50%,30.99%,28.74%,0
2020,1,ID_SRG056,Central Java,Semarang,Candisari,491,"5,568,027",10.79%,3.05%,0.00%,0.61%,0.81%,0.81%,0.81%,0.00%,7.74%,0.00%,0.00%,0.00%,0.00%,0.00%,"105,057","96,317",0,"100,844","91,128","74,306","120,121",0,"108,507",0,0,0,0,0,"11,340",61.83%,9.68%,50.21%,45.38%,0
2020,1,ID_SRG057,Central Java,Semarang,Semarang Tengah,372,########,71.24%,6.45%,0.00%,1.88%,3.49%,1.08%,0.00%,0.00%,16.13%,0.00%,0.00%,0.27%,0.00%,48.39%,"87,336","123,758",0,"114,892","142,690","77,743",0,0,"104,754",0,0,"107,466",0,"76,563","62,216",26.25%,4.20%,14.77%,12.12%,0
2020,1,ID_SRG058,Central Java,Semarang,Semarang Timur,620,"9,128,804",41.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,41.29%,"35,659",0,0,0,0,0,0,0,0,0,0,0,0,"35,659","14,724",0.00%,0.00%,40.51%,40.51%,0
2020,1,ID_SRG059,Central Java,Semarang,Semarang Barat,496,########,25.81%,8.06%,0.60%,5.85%,1.61%,0.00%,0.00%,0.00%,17.34%,0.00%,0.00%,0.40%,0.00%,0.00%,"124,346","123,772","123,099","117,951","145,127",0,0,0,"125,599",0,0,"81,955",0,0,"32,089",50.00%,3.28%,34.66%,28.56%,0
2020,1,ID_SRG060,Central Java,Semarang,Pedurungan,465,########,49.68%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,49.68%,"44,785",0,0,0,0,0,0,0,0,0,0,0,0,"44,785","22,248",0.43%,0.00%,9.67%,9.67%,"98,161"
2020,1,ID_SRG061,Central Java,Semarang,Semarang Barat,448,"8,780,547",53.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,53.57%,"36,586",0,0,0,0,0,0,0,0,0,0,0,0,"36,586","19,599",6.61%,0.00%,1.65%,1.65%,0
2020,1,ID_SRG062,Central Java,Semarang,Tembalang,1581,########,72.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,72.55%,"14,040",0,0,0,0,0,0,0,0,0,0,0,0,"14,040","10,186",0.43%,0.00%,1.21%,1.21%,0
2020,1,ID_SRG063,Central Java,Semarang,Semarang Utara,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_SRG064,Central Java,Semarang,Semarang,7,"560,004",85.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,85.71%,0.00%,0.00%,0.00%,"93,334",0,0,0,0,0,0,0,0,0,"93,334",0,0,0,"80,001",12.50%,12.50%,38.43%,38.43%,0
2020,1,ID_SRG065,Central Java,Semarang,Semarang,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_SRG066,Central Java,Semarang,Semarang,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_SRG067,Central Java,Semarang,Semarang,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_SRG068,Central Java,Semarang,Semarang,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_STA001,Central Java,Semarang,Getasan,806,########,24.19%,16.63%,7.20%,6.58%,1.24%,1.49%,0.00%,0.12%,6.33%,0.00%,0.37%,0.87%,0.00%,0.00%,"303,186","296,157","293,045","296,723","303,477","273,627",0,"643,901","292,425",0,"467,524","445,700",0,0,"73,351",34.90%,7.92%,27.67%,15.47%,0
2020,1,ID_STA002,Central Java,Salatiga,Argomulyo,527,########,43.45%,35.48%,20.11%,3.98%,8.54%,2.85%,0.00%,0.00%,7.40%,0.00%,0.00%,0.19%,0.38%,0.00%,"194,873","195,897","186,626","199,510","217,631","191,148",0,0,"194,130",0,0,"186,000","118,080",0,"84,679",30.03%,3.21%,34.42%,18.33%,0
2020,1,ID_STA003,Central Java,Salatiga,Salatiga,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_STA004,Central Java,Salatiga,Salatiga,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_STG001,Jakarta,Tangerang,Serpong,2232,########,9.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,9.18%,0.00%,0.00%,0.00%,0.00%,"76,768",0,0,0,0,0,0,0,"2,700,000","63,971",0,0,0,0,"7,085",36.36%,13.02%,-583.66%,-583.66%,0
2020,1,ID_STG002,Jakarta,Tangerang,Serpong,2232,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_STG003,Jakarta,Tangerang,Serpong,651,########,35.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.29%,23.50%,0.00%,0.15%,0.00%,0.00%,"94,367",0,0,0,0,0,0,0,"148,578","65,591",0,"160,166",0,0,"33,920",37.84%,4.67%,31.77%,31.77%,0
2020,1,ID_STG004,Jakarta,Tangerang,Serpong,80,"5,713,973",5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"1,428,493",0,0,0,0,0,0,0,"1,428,493",0,0,0,0,0,"71,425",88.16%,6.58%,41.11%,41.11%,0
2020,1,ID_STG005,Jakarta,Tangerang,Serpong,39,"1,050,000",12.82%,2.56%,0.00%,0.00%,2.56%,0.00%,0.00%,0.00%,7.69%,0.00%,0.00%,2.56%,0.00%,0.00%,"210,000","250,000",0,0,"250,000",0,0,0,"183,333",0,0,"250,000",0,0,"26,923",68.42%,5.26%,54.69%,49.41%,0
2020,1,ID_STG006,Jakarta,Jakarta,Petukangan,551,"5,038,237",3.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.90%,0.00%,0.00%,0.36%,0.00%,0.00%,"279,902",0,0,0,0,0,0,0,"301,602",0,0,"106,301",0,0,"9,144",88.34%,0.61%,39.39%,39.39%,0
2020,1,ID_STG007,Jakarta,Jakarta,Petukangan,620,########,43.23%,0.32%,0.00%,0.16%,0.00%,0.16%,0.00%,0.00%,1.29%,2.74%,0.00%,0.00%,0.00%,38.87%,"77,150","124,801",0,"137,985",0,"111,617",0,0,"173,650","102,797",0,0,0,"71,742","33,349",11.66%,6.13%,35.30%,35.10%,0
2020,1,ID_STG008,Jakarta,Jakarta,Cilandak,1023,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36%,63.64%,0.00%,0.00%,0
2020,1,ID_STG009,Jakarta,South Tangerang,South Tangerang,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_STG010,Jakarta,South Tangerang,South Tangerang,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_TBI001,North Sumatra,Tanjung Balai,Tanjung Balai,2387,########,18.39%,8.97%,2.64%,5.03%,1.01%,0.21%,0.04%,0.04%,7.96%,0.00%,1.30%,0.17%,0.00%,0.00%,"158,014","139,263","147,974","132,214","146,125","160,949","162,266","140,318","156,472",0,"294,194","179,018",0,0,"29,061",34.07%,5.12%,25.88%,18.08%,0
2020,1,ID_TGG001,Jakarta,Tangerang,Karawaci,186,########,56.99%,36.02%,5.91%,1.08%,23.66%,2.69%,2.69%,0.00%,19.89%,0.00%,0.00%,1.08%,0.00%,0.00%,"165,431","161,813","158,678","107,864","165,155","161,352","161,341",0,"171,586",0,0,"172,746",0,0,"94,278",44.89%,8.00%,36.60%,24.31%,0
2020,1,ID_TGG002,0,0,0,170,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,26.26%,15.59%,0
2020,1,ID_TGG003,Jakarta,Jakarta,Cilandak,236,########,49.15%,27.54%,15.25%,0.42%,6.78%,3.81%,1.27%,0.00%,21.61%,0.00%,0.00%,0.00%,0.00%,0.00%,"149,025","146,206","141,567","146,827","148,579","152,741","169,418",0,"152,618",0,0,0,0,0,"73,250",29.47%,9.47%,30.84%,20.53%,0
2020,1,ID_TGG004,Jakarta,Tangerang,Serpong,372,########,71.77%,34.14%,19.62%,4.03%,8.60%,1.34%,0.27%,0.27%,28.76%,4.03%,0.00%,4.57%,0.27%,0.00%,"206,766","194,046","202,331","192,922","176,392","185,431","267,739","140,484","202,492","223,963",0,"315,786","168,272",0,"148,405",37.99%,3.71%,34.15%,27.48%,0
2020,1,ID_TGG005,Jakarta,Jakarta,Kebon Jeruk,775,########,38.71%,8.13%,1.81%,3.35%,0.13%,2.84%,0.00%,0.00%,24.26%,0.00%,1.03%,5.03%,0.26%,0.00%,"155,627","155,752","162,588","150,124","240,301","154,209",0,0,"148,819",0,"250,424","169,565","140,758",0,"60,243",44.98%,7.18%,30.22%,26.68%,0
2020,1,ID_TGG006,Jakarta,Tangerang,Ciputat,2479,########,60.47%,31.46%,18.15%,5.53%,5.89%,1.77%,0.00%,0.12%,15.57%,3.63%,9.20%,0.32%,0.28%,0.00%,"224,938","209,673","191,399","213,066","268,415","190,075",0,"224,622","192,184","253,000","324,032","192,165","180,947",0,"136,015",27.68%,3.84%,28.00%,18.66%,0
2020,1,ID_TGG007,Jakarta,Serang,Baros,434,########,59.45%,20.74%,12.44%,1.38%,6.91%,0.00%,0.00%,0.00%,32.72%,0.00%,5.30%,0.00%,0.46%,0.23%,"154,368","170,418","175,283","172,479","161,248",0,0,0,"138,253",0,"190,431",0,"163,738","150,000","91,767",33.64%,7.73%,44.77%,37.20%,0
2020,1,ID_TGG008,Jakarta,Serang,Baros,963,########,80.79%,11.84%,5.50%,0.00%,6.02%,0.31%,0.00%,0.00%,10.49%,0.00%,56.91%,0.42%,0.93%,0.21%,"207,597","173,798","172,510",0,"174,743","178,293",0,0,"170,367",0,"222,056","179,531","189,949","188,000","167,716",14.03%,2.68%,20.35%,17.86%,0
2020,1,ID_TGG009,Jakarta,Tangerang,Serpong,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0
2020,1,ID_TGG010,Jakarta,Jakarta,Kalideres,300,"6,601,904",18.33%,5.33%,0.00%,4.00%,0.67%,0.67%,0.00%,0.00%,10.00%,0.00%,2.33%,0.67%,0.00%,0.00%,"120,035","118,262",0,"123,367","110,198","95,697",0,0,"105,775",0,"185,084","120,435",0,0,"22,006",65.79%,5.26%,54.08%,46.74%,0
2020,1,ID_TGG011,Jakarta,Tangerang,Serpong,286,########,34.62%,3.50%,0.00%,1.75%,0.00%,1.75%,0.00%,0.00%,30.77%,0.00%,0.00%,0.00%,0.35%,0.00%,"147,904","131,273",0,"131,925",0,"130,622",0,0,"149,769",0,0,0,"150,080",0,"51,197",63.61%,8.02%,51.48%,49.51%,0
2020,1,ID_TGG012,Jakarta,Jakarta,Cengkareng,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_TGG013,Jakarta,Tangerang,Tangerang,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_TGG014,Jakarta,Tangerang,Tangerang,50,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_TGG015,Jakarta,Tangerang,Tangerang,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_TGG016,Jakarta,Tangerang,Tangerang,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_TGG017,Jakarta,Tangerang,Tangerang,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_TGL001,Central Java,Tegal,Tegal Timur,1612,########,17.25%,3.35%,1.49%,0.43%,1.18%,0.25%,0.00%,0.00%,1.55%,0.00%,11.91%,0.37%,0.06%,0.00%,"104,239","90,805","83,397","98,601","99,914","78,340",0,0,"91,169",0,"110,252","90,511","84,286",0,"17,977",10.00%,5.76%,36.47%,33.11%,0
2020,1,ID_TGL002,Central Java,Tegal,Tegal Timur,248,########,33.47%,9.68%,0.00%,3.23%,1.61%,4.84%,0.00%,0.00%,19.35%,0.00%,3.23%,1.21%,0.00%,0.00%,"150,243","158,045",0,"141,454","178,769","162,199",0,0,"137,138",0,"209,045","140,696",0,0,"50,283",31.01%,4.65%,37.66%,32.60%,0
2020,1,ID_TGL003,Central Java,Tegal,Tegal Timur,612,########,64.05%,29.25%,17.32%,1.31%,8.66%,1.96%,0.00%,0.00%,23.20%,0.00%,11.11%,0.33%,0.00%,0.16%,"195,162","189,392","185,552","220,387","198,342","163,112",0,0,"184,548",0,"233,110","165,039",0,"215,000","125,006",25.83%,5.27%,33.59%,24.78%,0
2020,1,ID_TGL004,Central Java,Tegal,Bojong,465,########,14.62%,5.38%,0.43%,1.08%,3.23%,0.65%,0.00%,0.00%,4.09%,0.00%,0.65%,0.22%,0.00%,4.30%,"235,137","181,644","106,462","260,223","179,017","113,931",0,0,"154,393",0,"316,873","189,151",0,"368,750","34,386",49.33%,5.33%,46.35%,41.32%,0
2020,1,ID_TGL005,Central Java,Tegal,Tegal Timur,203,"3,989,587",13.30%,3.94%,0.00%,0.00%,1.97%,1.97%,0.00%,0.00%,8.37%,0.00%,0.49%,0.49%,0.00%,0.00%,"147,762","137,122",0,0,"164,109","110,135",0,0,"145,771",0,"250,000","164,497",0,0,"19,653",38.30%,4.26%,27.52%,22.40%,0
2020,1,ID_TGL006,Central Java,Tegal,Tegal Barat,434,########,28.57%,12.67%,11.75%,0.92%,0.00%,0.00%,0.00%,0.00%,9.68%,0.00%,3.00%,0.00%,0.23%,3.00%,"131,132","131,646","130,650","144,353",0,0,0,0,"132,907",0,"184,176",0,"114,950","71,429","37,466",14.67%,2.67%,32.68%,24.27%,0
2020,1,ID_TGL007,Central Java,Tegal,Tegal,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_TGT001,North Sumatra,Tebing Tinggi,Tebing Tinggi,651,########,14.90%,4.61%,2.30%,0.00%,2.30%,0.00%,0.00%,0.00%,7.83%,0.15%,2.15%,0.15%,0.00%,0.00%,"133,653","134,551","126,775",0,"142,327",0,0,0,"130,427","180,000","134,929","207,000",0,0,"19,914",27.67%,11.32%,44.95%,38.74%,0
2020,1,ID_TMA001,West Java 2,Tasikmalaya,Tasikmalaya,335,########,47.16%,30.45%,20.00%,3.28%,4.48%,1.79%,0.90%,0.00%,13.73%,0.00%,1.19%,0.30%,1.49%,0.00%,"209,302","205,609","205,933","155,359","208,424","285,255","209,236",0,"206,330",0,"250,000","219,333","277,434",0,"98,716",23.77%,5.38%,26.36%,14.32%,0
2020,1,ID_TMA002,West Java 2,Tasikmalaya,Tasikmalaya,434,########,65.67%,48.39%,22.35%,10.37%,7.83%,5.07%,2.30%,0.46%,6.45%,0.00%,10.83%,0.00%,0.00%,0.00%,"234,443","213,580","212,859","214,845","215,659","217,216","202,209","201,595","216,983",0,"338,064",0,0,0,"153,955",30.70%,3.02%,20.59%,8.14%,0
2020,1,ID_TMA003,West Java 2,Tasikmalaya,Tasikmalaya,986,########,49.80%,24.95%,11.36%,1.22%,8.22%,1.22%,2.94%,0.00%,9.94%,0.00%,14.20%,0.61%,0.10%,0.00%,"192,863","187,328","177,856","227,435","201,066","201,025","163,271",0,"179,004",0,"212,020","199,875","188,619",0,"96,040",23.15%,2.57%,16.74%,9.77%,0
2020,1,ID_TMA004,West Java 2,Tasikmalaya,Tasikmalaya,992,########,10.89%,6.96%,2.52%,1.11%,3.33%,0.00%,0.00%,0.00%,2.72%,0.00%,0.81%,0.10%,0.30%,0.00%,"122,676","122,276","113,391","126,682","127,538",0,0,0,"107,948",0,"177,500","175,000","100,777",0,"13,356",25.90%,9.04%,36.30%,23.92%,0
2020,1,ID_TMA005,West Java 2,Tasikmalaya,Tasikmalaya,378,"9,035,951",20.11%,14.81%,10.85%,1.06%,2.91%,0.00%,0.00%,0.00%,4.76%,0.00%,0.26%,0.26%,0.00%,0.00%,"118,894","119,963","120,039","104,060","125,460",0,0,0,"114,891",0,"184,478","65,532",0,0,"23,905",42.01%,13.02%,33.58%,18.70%,0
